Season,HomeTeam,AwayTeam,HomeWageBill,AwayWageBill
2010,Aston Villa,Wigan,80,39
2010,Blackburn,Man City,47,133
2010,Bolton,Sunderland,46,54
2010,Chelsea,Hull,174,38
2010,Everton,Arsenal,54,111
2010,Portsmouth,Fulham,32,49
2010,Stoke,Burnley,45,22
2010,Wolves,West Ham,30,54
2010,Man United,Birmingham,132,37
2010,Tottenham,Liverpool,67,121
2010,Sunderland,Chelsea,54,174
2010,Wigan,Wolves,39,30
2010,Birmingham,Portsmouth,37,32
2010,Burnley,Man United,22,132
2010,Hull,Tottenham,38,67
2010,Liverpool,Stoke,121,45
2010,Arsenal,Portsmouth,111,32
2010,Birmingham,Stoke,37,45
2010,Hull,Bolton,38,46
2010,Man City,Wolves,133,30
2010,Sunderland,Blackburn,54,47
2010,Wigan,Man United,39,132
2010,Burnley,Everton,22,54
2010,Fulham,Chelsea,49,174
2010,West Ham,Tottenham,54,67
2010,Liverpool,Aston Villa,121,80
2010,Blackburn,West Ham,47,54
2010,Bolton,Liverpool,46,121
2010,Chelsea,Burnley,174,22
2010,Man United,Arsenal,132,111
2010,Stoke,Sunderland,45,54
2010,Tottenham,Birmingham,67,37
2010,Wolves,Hull,30,38
2010,Aston Villa,Fulham,80,49
2010,Everton,Wigan,54,39
2010,Portsmouth,Man City,32,133
2010,Blackburn,Wolves,47,30
2010,Liverpool,Burnley,121,22
2010,Man City,Arsenal,133,111
2010,Portsmouth,Bolton,32,46
2010,Stoke,Chelsea,45,174
2010,Sunderland,Hull,54,38
2010,Tottenham,Man United,67,132
2010,Wigan,West Ham,39,54
2010,Birmingham,Aston Villa,37,80
2010,Fulham,Everton,49,54
2010,Arsenal,Wigan,111,39
2010,Aston Villa,Portsmouth,80,32
2010,Bolton,Stoke,46,45
2010,Burnley,Sunderland,22,54
2010,Hull,Birmingham,38,37
2010,West Ham,Liverpool,54,121
2010,Chelsea,Tottenham,174,67
2010,Everton,Blackburn,54,47
2010,Man United,Man City,132,133
2010,Wolves,Fulham,30,49
2010,Birmingham,Bolton,37,46
2010,Blackburn,Aston Villa,47,80
2010,Fulham,Arsenal,49,111
2010,Liverpool,Hull,121,38
2010,Portsmouth,Everton,32,54
2010,Stoke,Man United,45,132
2010,Tottenham,Burnley,67,22
2010,Wigan,Chelsea,39,174
2010,Sunderland,Wolves,54,30
2010,Man City,West Ham,133,54
2010,Bolton,Tottenham,46,67
2010,Burnley,Birmingham,22,37
2010,Hull,Wigan,38,39
2010,Man United,Sunderland,132,54
2010,Wolves,Portsmouth,30,32
2010,Arsenal,Blackburn,111,47
2010,Chelsea,Liverpool,174,121
2010,Everton,Stoke,54,45
2010,West Ham,Fulham,54,49
2010,Aston Villa,Man City,80,133
2010,Arsenal,Birmingham,111,37
2010,Aston Villa,Chelsea,80,174
2010,Everton,Wolves,54,30
2010,Man United,Bolton,132,46
2010,Portsmouth,Tottenham,32,67
2010,Stoke,West Ham,45,54
2010,Sunderland,Liverpool,54,121
2010,Blackburn,Burnley,47,22
2010,Wigan,Man City,39,133
2010,Fulham,Hull,49,38
2010,Birmingham,Sunderland,37,54
2010,Burnley,Wigan,22,39
2010,Chelsea,Blackburn,174,47
2010,Hull,Portsmouth,38,32
2010,Tottenham,Stoke,67,45
2010,Wolves,Aston Villa,30,80
2010,Bolton,Everton,46,54
2010,Liverpool,Man United,121,132
2010,Man City,Fulham,133,49
2010,West Ham,Arsenal,54,111
2010,Arsenal,Tottenham,111,67
2010,Bolton,Chelsea,46,174
2010,Burnley,Hull,22,38
2010,Everton,Aston Villa,54,80
2010,Fulham,Liverpool,49,121
2010,Man United,Blackburn,132,47
2010,Portsmouth,Wigan,32,39
2010,Stoke,Wolves,45,30
2010,Sunderland,West Ham,54,54
2010,Birmingham,Man City,37,133
2010,West Ham,Aston Villa,54,80
2010,Aston Villa,Bolton,80,46
2010,Blackburn,Portsmouth,47,32
2010,Man City,Burnley,133,22
2010,Tottenham,Sunderland,67,54
2010,Wolves,Arsenal,30,111
2010,Chelsea,Man United,174,132
2010,Hull,Stoke,38,45
2010,West Ham,Everton,54,54
2010,Wigan,Fulham,39,49
2010,Liverpool,Birmingham,121,37
2010,Birmingham,Fulham,37,49
2010,Burnley,Aston Villa,22,80
2010,Chelsea,Wolves,174,30
2010,Hull,West Ham,38,54
2010,Liverpool,Man City,121,133
2010,Man United,Everton,132,54
2010,Sunderland,Arsenal,54,111
2010,Bolton,Blackburn,46,47
2010,Stoke,Portsmouth,45,32
2010,Tottenham,Wigan,67,39
2010,Fulham,Blackburn,49,47
2010,Hull,Everton,38,54
2010,Aston Villa,Tottenham,80,67
2010,Blackburn,Stoke,47,45
2010,Fulham,Bolton,49,46
2010,Man City,Hull,133,38
2010,Portsmouth,Man United,32,132
2010,West Ham,Burnley,54,22
2010,Wigan,Sunderland,39,54
2010,Arsenal,Chelsea,111,174
2010,Everton,Liverpool,54,121
2010,Wolves,Birmingham,30,37
2010,Arsenal,Stoke,111,45
2010,Aston Villa,Hull,80,38
2010,Blackburn,Liverpool,47,121
2010,Man City,Chelsea,133,174
2010,Portsmouth,Burnley,32,22
2010,West Ham,Man United,54,132
2010,Wigan,Birmingham,39,37
2010,Wolves,Bolton,30,46
2010,Everton,Tottenham,54,67
2010,Fulham,Sunderland,49,54
2010,Birmingham,West Ham,37,54
2010,Bolton,Man City,46,133
2010,Burnley,Fulham,22,49
2010,Chelsea,Everton,174,54
2010,Hull,Blackburn,38,47
2010,Man United,Aston Villa,132,80
2010,Stoke,Wigan,45,39
2010,Sunderland,Portsmouth,54,32
2010,Tottenham,Wolves,67,30
2010,Liverpool,Arsenal,121,111
2010,Birmingham,Blackburn,37,47
2010,Bolton,West Ham,46,54
2010,Man United,Wolves,132,30
2010,Sunderland,Aston Villa,54,80
2010,Burnley,Arsenal,22,111
2010,Chelsea,Portsmouth,174,32
2010,Liverpool,Wigan,121,39
2010,Tottenham,Man City,67,133
2010,Arsenal,Hull,111,38
2010,Aston Villa,Stoke,80,45
2010,Blackburn,Tottenham,47,67
2010,Fulham,Man United,49,132
2010,Man City,Sunderland,133,54
2010,Portsmouth,Liverpool,32,121
2010,Everton,Birmingham,54,37
2010,West Ham,Chelsea,54,174
2010,Wolves,Burnley,30,22
2010,Birmingham,Chelsea,37,174
2010,Burnley,Bolton,22,46
2010,Fulham,Tottenham,49,67
2010,Liverpool,Wolves,121,30
2010,Man City,Stoke,133,45
2010,Sunderland,Everton,54,54
2010,West Ham,Portsmouth,54,32
2010,Wigan,Blackburn,39,47
2010,Arsenal,Aston Villa,111,80
2010,Hull,Man United,38,132
2010,Blackburn,Sunderland,47,54
2010,Chelsea,Fulham,174,49
2010,Everton,Burnley,54,22
2010,Stoke,Birmingham,45,37
2010,Tottenham,West Ham,67,54
2010,Wolves,Man City,30,133
2010,Aston Villa,Liverpool,80,121
2010,Bolton,Hull,46,38
2010,Man United,Wigan,132,39
2010,Portsmouth,Arsenal,32,111
2010,Stoke,Fulham,45,49
2010,Arsenal,Everton,111,54
2010,Birmingham,Man United,37,132
2010,Man City,Blackburn,133,47
2010,Chelsea,Sunderland,174,54
2010,Everton,Man City,54,133
2010,Man United,Burnley,132,22
2010,Stoke,Liverpool,45,121
2010,Tottenham,Hull,67,38
2010,Wolves,Wigan,30,39
2010,Aston Villa,West Ham,80,54
2010,Blackburn,Fulham,47,49
2010,Bolton,Arsenal,46,111
2010,Arsenal,Bolton,111,46
2010,Liverpool,Tottenham,121,67
2010,Man United,Hull,132,38
2010,Bolton,Burnley,46,22
2010,Portsmouth,West Ham,32,54
2010,Tottenham,Fulham,67,49
2010,Wolves,Liverpool,30,121
2010,Aston Villa,Arsenal,80,111
2010,Blackburn,Wigan,47,39
2010,Chelsea,Birmingham,174,37
2010,Everton,Sunderland,54,54
2010,Birmingham,Tottenham,37,67
2010,Burnley,Chelsea,22,174
2010,Fulham,Aston Villa,49,80
2010,Hull,Wolves,38,30
2010,Liverpool,Bolton,121,46
2010,West Ham,Blackburn,54,47
2010,Wigan,Everton,39,54
2010,Arsenal,Man United,111,132
2010,Man City,Portsmouth,133,32
2010,Sunderland,Stoke,54,45
2010,Hull,Chelsea,38,174
2010,Fulham,Portsmouth,49,32
2010,Bolton,Fulham,46,49
2010,Burnley,West Ham,22,54
2010,Hull,Man City,38,133
2010,Liverpool,Everton,121,54
2010,Man United,Portsmouth,132,32
2010,Stoke,Blackburn,45,47
2010,Sunderland,Wigan,54,39
2010,Tottenham,Aston Villa,67,80
2010,Birmingham,Wolves,37,30
2010,Chelsea,Arsenal,174,111
2010,Fulham,Burnley,49,22
2010,Man City,Bolton,133,46
2010,Portsmouth,Sunderland,32,54
2010,Wigan,Stoke,39,45
2010,Arsenal,Liverpool,111,121
2010,Aston Villa,Man United,80,132
2010,Blackburn,Hull,47,38
2010,Everton,Chelsea,54,174
2010,West Ham,Birmingham,54,37
2010,Wolves,Tottenham,30,67
2010,Stoke,Man City,45,133
2010,Wigan,Bolton,39,46
2010,Arsenal,Sunderland,111,54
2010,Everton,Man United,54,132
2010,Portsmouth,Stoke,32,45
2010,West Ham,Hull,54,38
2010,Wolves,Chelsea,30,174
2010,Aston Villa,Burnley,80,22
2010,Blackburn,Bolton,47,46
2010,Fulham,Birmingham,49,37
2010,Man City,Liverpool,133,121
2010,Wigan,Tottenham,39,67
2010,Man United,West Ham,132,54
2010,Birmingham,Wigan,37,39
2010,Bolton,Wolves,46,30
2010,Burnley,Portsmouth,22,32
2010,Chelsea,Man City,174,133
2010,Stoke,Arsenal,45,111
2010,Liverpool,Blackburn,121,47
2010,Sunderland,Fulham,54,49
2010,Tottenham,Everton,67,54
2010,Arsenal,Burnley,111,22
2010,West Ham,Bolton,54,46
2010,Wolves,Man United,30,132
2010,Everton,Hull,54,38
2010,Wigan,Liverpool,39,121
2010,Portsmouth,Birmingham,32,37
2010,Sunderland,Bolton,54,46
2010,Burnley,Stoke,22,45
2010,Birmingham,Everton,37,54
2010,Bolton,Wigan,46,39
2010,Burnley,Wolves,22,30
2010,Chelsea,West Ham,174,54
2010,Hull,Arsenal,38,111
2010,Stoke,Aston Villa,45,80
2010,Tottenham,Blackburn,67,47
2010,Man United,Fulham,132,49
2010,Sunderland,Man City,54,133
2010,Liverpool,Portsmouth,121,32
2010,Wigan,Aston Villa,39,80
2010,Arsenal,West Ham,111,54
2010,Aston Villa,Wolves,80,30
2010,Everton,Bolton,54,46
2010,Portsmouth,Hull,32,38
2010,Stoke,Tottenham,45,67
2010,Sunderland,Birmingham,54,37
2010,Wigan,Burnley,39,22
2010,Blackburn,Chelsea,47,174
2010,Fulham,Man City,49,133
2010,Man United,Liverpool,132,121
2010,West Ham,Wolves,54,30
2010,Aston Villa,Sunderland,80,54
2010,Blackburn,Birmingham,47,37
2010,Man City,Everton,133,54
2010,Portsmouth,Chelsea,32,174
2010,Birmingham,Arsenal,37,111
2010,Bolton,Man United,46,132
2010,Chelsea,Aston Villa,174,80
2010,Hull,Fulham,38,49
2010,Tottenham,Portsmouth,67,32
2010,West Ham,Stoke,54,45
2010,Wolves,Everton,30,54
2010,Burnley,Blackburn,22,47
2010,Liverpool,Sunderland,121,54
2010,Man City,Wigan,133,39
2010,Arsenal,Wolves,111,30
2010,Bolton,Aston Villa,46,80
2010,Burnley,Man City,22,133
2010,Man United,Chelsea,132,174
2010,Portsmouth,Blackburn,32,47
2010,Stoke,Hull,45,38
2010,Sunderland,Tottenham,54,67
2010,Birmingham,Liverpool,37,121
2010,Everton,West Ham,54,54
2010,Fulham,Wigan,49,39
2010,Hull,Burnley,38,22
2010,West Ham,Sunderland,54,54
2010,Blackburn,Man United,47,132
2010,Liverpool,Fulham,121,49
2010,Man City,Birmingham,133,37
2010,Wolves,Stoke,30,45
2010,Chelsea,Bolton,174,46
2010,Aston Villa,Everton,80,54
2010,Tottenham,Arsenal,67,111
2010,Wigan,Portsmouth,39,32
2010,Birmingham,Hull,37,38
2010,Blackburn,Everton,47,54
2010,Fulham,Wolves,49,30
2010,Man City,Man United,133,132
2010,Stoke,Bolton,45,46
2010,Sunderland,Burnley,54,22
2010,Tottenham,Chelsea,67,174
2010,Portsmouth,Aston Villa,32,80
2010,Wigan,Arsenal,39,111
2010,Liverpool,West Ham,121,54
2010,Hull,Aston Villa,38,80
2010,Arsenal,Man City,111,133
2010,Bolton,Portsmouth,46,32
2010,Hull,Sunderland,38,54
2010,Man United,Tottenham,132,67
2010,West Ham,Wigan,54,39
2010,Wolves,Blackburn,30,47
2010,Aston Villa,Birmingham,80,37
2010,Burnley,Liverpool,22,121
2010,Chelsea,Stoke,174,45
2010,Everton,Fulham,54,49
2010,Birmingham,Burnley,37,22
2010,Man City,Aston Villa,133,80
2010,Portsmouth,Wolves,32,30
2010,Stoke,Everton,45,54
2010,Tottenham,Bolton,67,46
2010,Fulham,West Ham,49,54
2010,Liverpool,Chelsea,121,174
2010,Sunderland,Man United,54,132
2010,Blackburn,Arsenal,47,111
2010,Wigan,Hull,39,38
2010,Fulham,Stoke,49,45
2010,Man City,Tottenham,133,67
2010,Arsenal,Fulham,111,49
2010,Aston Villa,Blackburn,80,47
2010,Bolton,Birmingham,46,37
2010,Burnley,Tottenham,22,67
2010,Chelsea,Wigan,174,39
2010,Everton,Portsmouth,54,32
2010,Hull,Liverpool,38,121
2010,Man United,Stoke,132,45
2010,West Ham,Man City,54,133
2010,Wolves,Sunderland,30,54
2011,Aston Villa,West Ham,83,55
2011,Blackburn,Everton,50,58
2011,Bolton,Fulham,56,58
2011,Chelsea,West Brom,190,37
2011,Sunderland,Birmingham,61,35
2011,Tottenham,Man City,91,174
2011,Wigan,Blackpool,40,14
2011,Wolves,Stoke,38,47
2011,Liverpool,Arsenal,135,124
2011,Man United,Newcastle,153,54
2011,Arsenal,Blackpool,124,14
2011,Birmingham,Blackburn,35,50
2011,Everton,Wolves,58,38
2011,Stoke,Tottenham,47,91
2011,West Brom,Sunderland,37,61
2011,West Ham,Bolton,55,56
2011,Wigan,Chelsea,40,190
2011,Fulham,Man United,58,153
2011,Newcastle,Aston Villa,54,83
2011,Man City,Liverpool,174,135
2011,Blackburn,Arsenal,50,124
2011,Blackpool,Fulham,14,58
2011,Chelsea,Stoke,190,47
2011,Man United,West Ham,153,55
2011,Tottenham,Wigan,91,40
2011,Wolves,Newcastle,38,54
2011,Aston Villa,Everton,83,58
2011,Bolton,Birmingham,56,35
2011,Liverpool,West Brom,135,37
2011,Sunderland,Man City,61,174
2011,Arsenal,Bolton,124,56
2011,Everton,Man United,58,153
2011,Fulham,Wolves,58,38
2011,Man City,Blackburn,174,50
2011,Newcastle,Blackpool,54,14
2011,West Brom,Tottenham,37,91
2011,West Ham,Chelsea,55,190
2011,Wigan,Sunderland,40,61
2011,Birmingham,Liverpool,35,135
2011,Stoke,Aston Villa,47,83
2011,Aston Villa,Bolton,83,56
2011,Blackburn,Fulham,50,58
2011,Everton,Newcastle,58,54
2011,Stoke,West Ham,47,55
2011,Sunderland,Arsenal,61,124
2011,Tottenham,Wolves,91,38
2011,West Brom,Birmingham,37,35
2011,Chelsea,Blackpool,190,14
2011,Man United,Liverpool,153,135
2011,Wigan,Man City,40,174
2011,Arsenal,West Brom,124,37
2011,Birmingham,Wigan,35,40
2011,Blackpool,Blackburn,14,50
2011,Fulham,Everton,58,58
2011,Liverpool,Sunderland,135,61
2011,Man City,Chelsea,174,190
2011,West Ham,Tottenham,55,91
2011,Bolton,Man United,56,153
2011,Newcastle,Stoke,54,47
2011,Wolves,Aston Villa,38,83
2011,Birmingham,Everton,35,58
2011,Stoke,Blackburn,47,50
2011,Sunderland,Man United,61,153
2011,Tottenham,Aston Villa,91,83
2011,West Brom,Bolton,37,56
2011,West Ham,Fulham,55,58
2011,Wigan,Wolves,40,38
2011,Chelsea,Arsenal,190,124
2011,Liverpool,Blackpool,135,14
2011,Man City,Newcastle,174,54
2011,Arsenal,Birmingham,124,35
2011,Aston Villa,Chelsea,83,190
2011,Bolton,Stoke,56,47
2011,Fulham,Tottenham,58,91
2011,Man United,West Brom,153,37
2011,Newcastle,Wigan,54,40
2011,Wolves,West Ham,38,55
2011,Blackpool,Man City,14,174
2011,Everton,Liverpool,58,135
2011,Blackburn,Sunderland,50,61
2011,Birmingham,Blackpool,35,14
2011,Chelsea,Wolves,190,38
2011,Sunderland,Aston Villa,61,83
2011,Tottenham,Everton,91,58
2011,West Brom,Fulham,37,58
2011,West Ham,Newcastle,55,54
2011,Wigan,Bolton,40,56
2011,Liverpool,Blackburn,135,50
2011,Man City,Arsenal,174,124
2011,Stoke,Man United,47,153
2011,Arsenal,West Ham,124,55
2011,Blackburn,Chelsea,50,190
2011,Everton,Stoke,58,47
2011,Fulham,Wigan,58,40
2011,Man United,Tottenham,153,91
2011,Wolves,Man City,38,174
2011,Aston Villa,Birmingham,83,35
2011,Bolton,Liverpool,56,135
2011,Newcastle,Sunderland,54,61
2011,Blackpool,West Brom,14,37
2011,Birmingham,West Ham,35,55
2011,Blackburn,Wigan,50,40
2011,Blackpool,Everton,14,58
2011,Bolton,Tottenham,56,91
2011,Fulham,Aston Villa,58,83
2011,Man United,Wolves,153,38
2011,Sunderland,Stoke,61,47
2011,Arsenal,Newcastle,124,54
2011,Liverpool,Chelsea,135,190
2011,West Brom,Man City,37,174
2011,Stoke,Birmingham,47,35
2011,Tottenham,Sunderland,91,61
2011,Aston Villa,Blackpool,83,14
2011,Chelsea,Fulham,190,58
2011,Everton,Bolton,58,56
2011,Man City,Man United,174,153
2011,Newcastle,Blackburn,54,50
2011,West Ham,West Brom,55,37
2011,Wigan,Liverpool,40,135
2011,Wolves,Arsenal,38,124
2011,Aston Villa,Man United,83,153
2011,Man City,Birmingham,174,35
2011,Newcastle,Fulham,54,58
2011,Stoke,Liverpool,47,135
2011,Tottenham,Blackburn,91,50
2011,West Ham,Blackpool,55,14
2011,Wigan,West Brom,40,37
2011,Wolves,Bolton,38,56
2011,Chelsea,Sunderland,190,61
2011,Everton,Arsenal,58,124
2011,Arsenal,Tottenham,124,91
2011,Birmingham,Chelsea,35,190
2011,Blackpool,Wolves,14,38
2011,Bolton,Newcastle,56,54
2011,Liverpool,West Ham,135,55
2011,Man United,Wigan,153,40
2011,West Brom,Stoke,37,47
2011,Blackburn,Aston Villa,50,83
2011,Fulham,Man City,58,174
2011,Sunderland,Everton,61,58
2011,Aston Villa,Arsenal,83,124
2011,Bolton,Blackpool,56,14
2011,Everton,West Brom,58,37
2011,Fulham,Birmingham,58,35
2011,Man United,Blackburn,153,50
2011,Stoke,Man City,47,174
2011,West Ham,Wigan,55,40
2011,Wolves,Sunderland,38,61
2011,Newcastle,Chelsea,54,190
2011,Tottenham,Liverpool,91,135
2011,Arsenal,Fulham,124,58
2011,Birmingham,Tottenham,35,91
2011,Blackburn,Wolves,50,38
2011,Chelsea,Everton,190,58
2011,Man City,Bolton,174,56
2011,Wigan,Stoke,40,47
2011,Sunderland,West Ham,61,55
2011,West Brom,Newcastle,37,54
2011,Liverpool,Aston Villa,135,83
2011,Aston Villa,West Brom,83,37
2011,Everton,Wigan,58,40
2011,Fulham,Sunderland,58,61
2011,Newcastle,Liverpool,54,135
2011,Stoke,Blackpool,47,14
2011,West Ham,Man City,55,174
2011,Bolton,Blackburn,56,50
2011,Tottenham,Chelsea,91,190
2011,Wolves,Birmingham,38,35
2011,Man United,Arsenal,153,124
2011,Blackburn,West Ham,50,55
2011,Sunderland,Bolton,61,56
2011,Man City,Everton,174,58
2011,Aston Villa,Tottenham,83,91
2011,Blackburn,Stoke,50,47
2011,Bolton,West Brom,56,37
2011,Fulham,West Ham,58,55
2011,Man United,Sunderland,153,61
2011,Newcastle,Man City,54,174
2011,Wolves,Wigan,38,40
2011,Arsenal,Chelsea,124,190
2011,Birmingham,Man United,35,153
2011,Man City,Aston Villa,174,83
2011,Stoke,Fulham,47,58
2011,Sunderland,Blackpool,61,14
2011,Tottenham,Newcastle,91,54
2011,West Brom,Blackburn,37,50
2011,West Ham,Everton,55,58
2011,Chelsea,Bolton,190,56
2011,Liverpool,Wolves,135,38
2011,Wigan,Arsenal,40,124
2011,Birmingham,Arsenal,35,124
2011,Liverpool,Bolton,135,56
2011,Man City,Blackpool,174,14
2011,Stoke,Everton,47,58
2011,Sunderland,Blackburn,61,50
2011,Tottenham,Fulham,91,58
2011,West Brom,Man United,37,153
2011,West Ham,Wolves,55,38
2011,Chelsea,Aston Villa,190,83
2011,Wigan,Newcastle,40,54
2011,Blackpool,Birmingham,14,35
2011,Fulham,West Brom,58,37
2011,Man United,Stoke,153,47
2011,Arsenal,Man City,124,174
2011,Aston Villa,Sunderland,83,61
2011,Blackburn,Liverpool,50,135
2011,Bolton,Wigan,56,40
2011,Everton,Tottenham,58,91
2011,Newcastle,West Ham,54,55
2011,Wolves,Chelsea,38,190
2011,Blackpool,Liverpool,14,135
2011,Chelsea,Blackburn,190,50
2011,Man City,Wolves,174,38
2011,Stoke,Bolton,47,56
2011,West Brom,Blackpool,37,14
2011,West Ham,Arsenal,55,124
2011,Wigan,Fulham,40,58
2011,Birmingham,Aston Villa,35,83
2011,Liverpool,Everton,135,58
2011,Sunderland,Newcastle,61,54
2011,Tottenham,Man United,91,153
2011,Arsenal,Wigan,124,40
2011,Aston Villa,Man City,83,174
2011,Blackpool,Sunderland,14,61
2011,Everton,West Ham,58,55
2011,Fulham,Stoke,58,47
2011,Man United,Birmingham,153,35
2011,Newcastle,Tottenham,54,91
2011,Wolves,Liverpool,38,135
2011,Blackburn,West Brom,50,37
2011,Bolton,Chelsea,56,190
2011,Blackpool,Man United,14,153
2011,Wigan,Aston Villa,40,83
2011,Liverpool,Fulham,135,58
2011,Arsenal,Everton,124,58
2011,Man United,Aston Villa,153,83
2011,Sunderland,Chelsea,61,190
2011,West Brom,Wigan,37,40
2011,Birmingham,Man City,35,174
2011,Blackburn,Tottenham,50,91
2011,Blackpool,West Ham,14,55
2011,Bolton,Wolves,56,38
2011,Fulham,Newcastle,58,54
2011,Liverpool,Stoke,135,47
2011,Aston Villa,Fulham,83,58
2011,Everton,Blackpool,58,14
2011,Man City,West Brom,174,37
2011,Newcastle,Arsenal,54,124
2011,Stoke,Sunderland,47,61
2011,Tottenham,Bolton,91,56
2011,Wigan,Blackburn,40,50
2011,Wolves,Man United,38,153
2011,Chelsea,Liverpool,190,135
2011,West Ham,Birmingham,55,35
2011,Arsenal,Wolves,124,38
2011,Birmingham,Stoke,35,47
2011,Blackburn,Newcastle,50,54
2011,Blackpool,Aston Villa,14,83
2011,Liverpool,Wigan,135,40
2011,Man United,Man City,153,174
2011,Sunderland,Tottenham,61,91
2011,West Brom,West Ham,37,55
2011,Bolton,Everton,56,58
2011,Fulham,Chelsea,58,190
2011,Birmingham,Newcastle,35,54
2011,West Brom,Wolves,37,38
2011,Blackpool,Tottenham,14,91
2011,Arsenal,Stoke,124,47
2011,Aston Villa,Blackburn,83,50
2011,Everton,Sunderland,58,61
2011,Newcastle,Bolton,54,56
2011,Wigan,Man United,40,153
2011,Wolves,Blackpool,38,14
2011,Man City,Fulham,174,58
2011,West Ham,Liverpool,55,135
2011,Stoke,West Brom,47,37
2011,Chelsea,Man United,190,153
2011,Arsenal,Sunderland,124,61
2011,Birmingham,West Brom,35,37
2011,Bolton,Aston Villa,56,83
2011,Fulham,Blackburn,58,50
2011,Man City,Wigan,174,40
2011,Newcastle,Everton,54,58
2011,West Ham,Stoke,55,47
2011,Liverpool,Man United,135,153
2011,Wolves,Tottenham,38,91
2011,Blackpool,Chelsea,14,190
2011,Everton,Birmingham,58,35
2011,Aston Villa,Wolves,83,38
2011,Blackburn,Blackpool,50,14
2011,Everton,Fulham,58,58
2011,Man United,Bolton,153,56
2011,Stoke,Newcastle,47,54
2011,Tottenham,West Ham,91,55
2011,West Brom,Arsenal,37,124
2011,Wigan,Birmingham,40,35
2011,Chelsea,Man City,190,174
2011,Sunderland,Liverpool,61,135
2011,Arsenal,Blackburn,124,50
2011,Birmingham,Bolton,35,56
2011,Everton,Aston Villa,58,83
2011,Newcastle,Wolves,54,38
2011,Stoke,Chelsea,47,190
2011,West Brom,Liverpool,37,135
2011,West Ham,Man United,55,153
2011,Wigan,Tottenham,40,91
2011,Fulham,Blackpool,58,14
2011,Man City,Sunderland,174,61
2011,Blackburn,Birmingham,50,35
2011,Bolton,West Ham,56,55
2011,Chelsea,Wigan,190,40
2011,Man United,Fulham,153,58
2011,Sunderland,West Brom,61,37
2011,Tottenham,Stoke,91,47
2011,Wolves,Everton,38,58
2011,Aston Villa,Newcastle,83,54
2011,Blackpool,Arsenal,14,124
2011,Liverpool,Man City,135,174
2011,Birmingham,Sunderland,35,61
2011,Blackpool,Wigan,14,40
2011,Everton,Blackburn,58,50
2011,West Brom,Chelsea,37,190
2011,West Ham,Aston Villa,55,83
2011,Arsenal,Liverpool,124,135
2011,Newcastle,Man United,54,153
2011,Chelsea,Birmingham,190,35
2011,Tottenham,Arsenal,91,124
2011,Aston Villa,Stoke,83,47
2011,Blackpool,Newcastle,14,54
2011,Chelsea,West Ham,190,55
2011,Liverpool,Birmingham,135,35
2011,Man United,Everton,153,58
2011,Sunderland,Wigan,61,40
2011,Tottenham,West Brom,91,37
2011,Wolves,Fulham,38,58
2011,Bolton,Arsenal,56,124
2011,Blackburn,Man City,50,174
2011,Stoke,Wolves,47,38
2011,Fulham,Bolton,58,56
2011,Blackburn,Bolton,50,56
2011,Blackpool,Stoke,14,47
2011,Chelsea,Tottenham,190,91
2011,Sunderland,Fulham,61,58
2011,West Brom,Aston Villa,37,83
2011,Wigan,Everton,40,58
2011,Arsenal,Man United,124,153
2011,Birmingham,Wolves,35,38
2011,Liverpool,Newcastle,135,54
2011,Man City,West Ham,174,55
2011,Aston Villa,Wigan,83,40
2011,Bolton,Sunderland,56,61
2011,Everton,Man City,58,174
2011,Newcastle,Birmingham,54,35
2011,Tottenham,Blackpool,91,14
2011,West Ham,Blackburn,55,50
2011,Man United,Chelsea,153,190
2011,Stoke,Arsenal,47,124
2011,Wolves,West Brom,38,37
2011,Fulham,Liverpool,58,135
2011,Man City,Tottenham,174,91
2011,Blackburn,Man United,50,153
2011,Blackpool,Bolton,14,56
2011,Sunderland,Wolves,61,38
2011,West Brom,Everton,37,58
2011,Arsenal,Aston Villa,124,83
2011,Birmingham,Fulham,35,58
2011,Chelsea,Newcastle,190,54
2011,Liverpool,Tottenham,135,91
2011,Wigan,West Ham,40,55
2011,Man City,Stoke,174,47
2011,Aston Villa,Liverpool,83,135
2011,Bolton,Man City,56,174
2011,Everton,Chelsea,58,190
2011,Fulham,Arsenal,58,124
2011,Man United,Blackpool,153,14
2011,Newcastle,West Brom,54,37
2011,Stoke,Wigan,47,40
2011,Tottenham,Birmingham,91,35
2011,West Ham,Sunderland,55,61
2011,Wolves,Blackburn,38,50
2012,Blackburn,Wolves,50,38
2012,Fulham,Aston Villa,62,70
2012,Liverpool,Sunderland,119,64
2012,Newcastle,Arsenal,64,143
2012,QPR,Bolton,58,55
2012,Wigan,Norwich,38,37
2012,Stoke,Chelsea,53,173
2012,West Brom,Man United,50,162
2012,Man City,Swansea,202,35
2012,Arsenal,Liverpool,143,119
2012,Aston Villa,Blackburn,70,50
2012,Chelsea,West Brom,173,50
2012,Everton,QPR,63,58
2012,Sunderland,Newcastle,64,64
2012,Swansea,Wigan,35,38
2012,Bolton,Man City,55,202
2012,Norwich,Stoke,37,53
2012,Wolves,Fulham,38,62
2012,Man United,Tottenham,162,90
2012,Aston Villa,Wolves,70,38
2012,Blackburn,Everton,50,63
2012,Chelsea,Norwich,173,37
2012,Liverpool,Bolton,119,55
2012,Swansea,Sunderland,35,64
2012,Wigan,QPR,38,58
2012,Man United,Arsenal,162,143
2012,Newcastle,Fulham,64,62
